fit_time,score_time,test_f1,test_roc_auc,test_precision,test_recall
18.10813879966736,0.48769354820251465,0.6413003324713704,0.9116586970625864,0.4841048522030117,0.949671772428884
18.287352323532104,0.4897150993347168,0.6382175226586103,0.9041743023929358,0.4873125720876586,0.9245076586433261
18.21724271774292,0.4777495861053467,0.6340552651232263,0.8908033850863696,0.4812925170068027,0.9288840262582057
17.724968671798706,0.47870659828186035,0.6456692913385826,0.9026236473997439,0.49115801483171706,0.9420131291028446
18.255486488342285,0.4807016849517822,0.6424287856071964,0.9016192481150721,0.4885974914481186,0.937636761487965
21.53978657722473,0.6562061309814453,0.6495274102079395,0.9067090079048041,0.49624494511842865,0.9398249452954048
18.41274642944336,0.4807412624359131,0.6369474877219494,0.8967660256004856,0.4864396999422966,0.9223194748358862
18.222269773483276,0.4826939105987549,0.6453089244851259,0.9073083204740643,0.4953161592505855,0.925601750547046
18.470664262771606,0.5395567417144775,0.6453553967657014,0.9109638593772312,0.49140893470790376,0.9397590361445783
19.253796100616455,0.4826693534851074,0.6555133079847909,0.9122316113661778,0.5020384391380315,0.9441401971522454
18.066027641296387,0.4966452121734619,0.6338508140855736,0.9021058404514501,0.4846554719166184,0.9157549234135668
17.828101634979248,0.4777987003326416,0.6342369105087262,0.8996963885089136,0.48004496908375494,0.9343544857768052
18.797390699386597,0.4797177314758301,0.6507213363705391,0.9089872794529619,0.4982558139534884,0.937636761487965
17.664461612701416,0.4786827564239502,0.6507575757575758,0.9018316260125981,0.4976825028968714,0.9398249452954048
18.168771743774414,0.4876842498779297,0.6314631463146315,0.9037469783070302,0.4749034749034749,0.9420131291028446
17.920685291290283,0.5385589599609375,0.6454786227771471,0.9026669132225887,0.4933487565066512,0.9332603938730853
18.000892639160156,0.48369646072387695,0.6501145912910619,0.9086504407988768,0.4994131455399061,0.9310722100656456
18.724878072738647,0.5356166362762451,0.651778955336866,0.9087700082847421,0.4982638888888889,0.9420131291028446
17.55938172340393,0.47379159927368164,0.6517022072577628,0.9122320069206205,0.4948863636363636,0.9539978094194962
18.658271551132202,0.5027008056640625,0.6383945475198788,0.9011556914153215,0.4878472222222222,0.9233296823658269
17.92850160598755,0.4787452220916748,0.6463963963963963,0.9028459033390152,0.492,0.9420131291028446
23.570705890655518,0.8293435573577881,0.6344617725370864,0.8919385696437505,0.4862973760932945,0.912472647702407
21.377755403518677,0.9089994430541992,0.6400596792241701,0.9038659099296447,0.4855687606112054,0.9387308533916849
20.902511596679688,0.4886806011199951,0.6408056695262961,0.9035666052647591,0.48613469156762873,0.9398249452954048
18.029566764831543,0.4866602420806885,0.6407766990291262,0.9100250665187332,0.48639455782312924,0.9387308533916849
18.495091438293457,0.48369431495666504,0.6525198938992043,0.9110083267940697,0.4991304347826087,0.9420131291028446
18.948721170425415,0.6213369369506836,0.6406893967778194,0.9110465336891765,0.48717948717948717,0.9354485776805251
18.491999864578247,0.49765515327453613,0.6464191976003,0.9050175655506507,0.4917284654877353,0.9431072210065645
18.66244626045227,0.4916703701019287,0.6362252663622525,0.8921257768194812,0.48746355685131193,0.9156626506024096
18.264347553253174,0.48967552185058594,0.652952380952381,0.9088053187832587,0.5005841121495327,0.9386637458926615
